spc_latin,latitude,longitude,tree_dbh
Platanus x acerifolia,40.78118721,-73.97585927,28
Platanus x acerifolia,40.78240423,-73.97497302,24
Ulmus americana,40.78291667,-73.97413151,32
Platanus x acerifolia,40.78232067,-73.97503387,26
Platanus x acerifolia,40.78131208,-73.97576834,27
Platanus x acerifolia,40.77993185,-73.97437479,23
Platanus x acerifolia,40.78175874,-73.97544308,22
Platanus x acerifolia,40.78219435,-73.97512586,24
Platanus x acerifolia,40.78210694,-73.97518951,28
Platanus x acerifolia,40.7814773,-73.97564803,23
Quercus palustris,40.781923,-73.97532346,21
Platanus x acerifolia,40.78253631,-73.97487683,23
Acer platanoides,40.78276156,-73.9747128,30
Platanus x acerifolia,40.78102152,-73.97597993,22
Styphnolobium japonicum,40.77980942,-73.97408343,21
Styphnolobium japonicum,40.7806383,-73.97612692,21
Ulmus americana,40.78299745,-73.97432279,45
Styphnolobium japonicum,40.78396858,-73.97758621,1
Platanus x acerifolia,40.7816867,-73.97549554,26
Ulmus americana,40.78218441,-73.97517231,33
Platanus x acerifolia,40.78084717,-73.97610688,21
Tilia cordata,40.7972311,-73.97423795,23
Acer platanoides,40.7953711,-73.97632481,22
Ulmus americana,40.7952482,-73.97615652,29
Tilia cordata,40.79718154,-73.97420115,24
Platanus x acerifolia,40.7958726,-73.97546063,27
Platanus x acerifolia,40.79657069,-73.97445911,22
Tilia cordata,40.79711099,-73.97423443,29
Tilia cordata,40.79706462,-73.97419944,25
Tilia cordata,40.79734329,-73.97424962,23
Tilia cordata,40.79729062,-73.97420972,28
Quercus phellos,40.78780719,-73.97309477,24
Quercus phellos,40.78645562,-73.97014866,23
Quercus palustris,40.78850472,-73.97280272,21
Gleditsia triacanthos var. inermis,40.78637524,-73.96969596,22
Styphnolobium japonicum,40.78828498,-73.96864233,22
Pyrus calleryana,40.78759311,-73.96896434,22
Styphnolobium japonicum,40.78869192,-73.96960569,21
Ulmus americana,40.80109821,-73.9713812,35
Tilia tomentosa,40.80050343,-73.97189603,29
Tilia tomentosa,40.8001119,-73.97249781,34
Tilia tomentosa,40.80012493,-73.97243475,27
Tilia cordata,40.80058334,-73.97182768,25
Tilia cordata,40.80057837,-73.97178586,23
Ulmus americana,40.80146439,-73.97112616,31
Ulmus americana,40.80170251,-73.97095446,31
Tilia cordata,40.80035929,-73.97210938,25
Tilia tomentosa,40.80019884,-73.97239066,31
Tilia tomentosa,40.80003377,-73.97259411,33
Ulmus americana,40.80228087,-73.97052216,45
Ulmus americana,40.80162867,-73.97101009,35
Tilia cordata,40.80028024,-73.9722247,32
Tilia americana,40.80035291,-73.97216991,29
Ulmus americana,40.80116148,-73.97115694,29
Ulmus americana,40.80134951,-73.97116831,32
Gleditsia triacanthos var. inermis,40.78287138,-73.98164276,27
Ulmus americana,40.80706423,-73.96749602,22
Ulmus americana,40.80738644,-73.96715782,23
Ulmus americana,40.8060435,-73.96808096,32
Ulmus americana,40.8075884,-73.96719376,29
Ulmus americana,40.80620891,-73.96799298,35
Ulmus americana,40.80753214,-73.96722968,34
Ulmus americana,40.80757718,-73.96716278,28
Ulmus americana,40.80696572,-73.96759416,28
Ulmus americana,40.80703043,-73.96755456,30
Ulmus americana,40.80575803,-73.96826681,42
Ulmus americana,40.8072252,-73.96743141,41
Ulmus americana,40.80582444,-73.96823242,52
Ulmus americana,40.80517836,-73.96856725,31
Ulmus americana,40.8074683,-73.96727164,34
Ulmus americana,40.80549547,-73.96840279,31
Ulmus americana,40.80644716,-73.96786428,32
Ulmus americana,40.80713399,-73.967453,24
Ulmus americana,40.80530341,-73.96850225,38
Ulmus americana,40.8065798,-73.96779112,32
Ulmus americana,40.80695472,-73.96756304,40
Ulmus americana,40.8055583,-73.96837025,46
Ulmus americana,40.80554365,-73.96834096,35
Platanus x acerifolia,40.79735717,-73.96777795,24
Platanus x acerifolia,40.7981585,-73.96055992,25
Platanus x acerifolia,40.79657108,-73.96789986,22
Platanus x acerifolia,40.79652554,-73.96779144,23
Platanus x acerifolia,40.79921396,-73.96642333,25
Quercus palustris,40.79169613,-73.97395353,23
Quercus palustris,40.79228328,-73.97591352,23
Pyrus calleryana,40.79241942,-73.97623457,22
Quercus palustris,40.79185704,-73.97492746,22
Quercus palustris,40.79192508,-73.9737856,23
Quercus palustris,40.79183422,-73.97385225,22
Quercus palustris,40.80359617,-73.96322826,28
Ulmus americana,40.80455355,-73.96021091,26
Platanus x acerifolia,40.80382443,-73.96045753,28
Quercus palustris,40.80345083,-73.96337346,27
Quercus palustris,40.80244289,-73.96241701,21
Platanus x acerifolia,40.80205905,-73.96106765,22
Quercus palustris,40.80468518,-73.96243417,35
Platanus x acerifolia,40.8031042,-73.96070645,28
Quercus palustris,40.80268769,-73.96299915,24
Platanus x acerifolia,40.80330172,-73.96063819,28
Quercus palustris,40.80320196,-73.9635157,29
Platanus x acerifolia,40.80351728,-73.96056368,30
Ulmus americana,40.80408268,-73.9603697,33
Platanus x acerifolia,40.80341587,-73.96059873,26
Platanus x acerifolia,40.80320402,-73.96067195,30
Quercus palustris,40.80375559,-73.96311201,32
Quercus palustris,40.80326021,-73.96351246,28
Quercus palustris,40.80259812,-73.96278614,26
Platanus x acerifolia,40.8021517,-73.96103563,27
Quercus palustris,40.80453297,-73.96254516,35
Ulmus americana,40.80423795,-73.96031734,25
Ulmus americana,40.80439535,-73.96026426,28
Quercus palustris,40.80380184,-73.96311752,24
Quercus palustris,40.80351742,-73.96328568,25
Platanus x acerifolia,40.80234416,-73.96096912,23
Quercus palustris,40.80239611,-73.96230577,21
Platanus x acerifolia,40.80253159,-73.96090435,23
Quercus palustris,40.80458912,-73.96191703,22
Quercus palustris,40.80403754,-73.96061788,24
Ulmus americana,40.80431772,-73.96029044,24
Platanus x acerifolia,40.80282891,-73.96080159,25
Platanus x acerifolia,40.80196427,-73.96110041,25
Quercus palustris,40.80410073,-73.96076672,22
Quercus palustris,40.80391659,-73.96303384,21
Platanus x acerifolia,40.80392477,-73.96042285,30
Quercus palustris,40.8036778,-73.96316873,32
Quercus palustris,40.80248808,-73.96252446,27
Platanus x acerifolia,40.80361816,-73.96052882,30
Quercus palustris,40.80468149,-73.96213461,25
Platanus x acerifolia,40.80372089,-73.96049331,29
Platanus x acerifolia,40.80301262,-73.9607381,25
Quercus palustris,40.80462051,-73.96252055,25
Tilia cordata,40.79883306,-73.97344629,29
Tilia cordata,40.79975218,-73.97261412,33
Platanus x acerifolia,40.79969125,-73.97263652,36
Tilia cordata,40.79864981,-73.97359824,22
Ulmus americana,40.79816637,-73.97036681,22
Ulmus americana,40.79805617,-73.9701061,21
Tilia cordata,40.79951887,-73.97284216,25
Tilia cordata,40.79911512,-73.97320479,25
Tilia cordata,40.79732434,-73.97403097,23
Tilia tomentosa,40.79959542,-73.97277192,33
Tilia cordata,40.79742506,-73.97404808,25
Tilia tomentosa,40.79920806,-73.97312521,24
Platanus x acerifolia,40.79838717,-73.97374354,29
Magnolia,40.80743328,-73.96432246,22
Ulmus americana,40.79028413,-73.9711876,24
Platanus x acerifolia,40.78982993,-73.96849819,22
Ulmus pumila,40.79067514,-73.96653404,21
Ulmus pumila,40.79062324,-73.96641085,22
Platanus x acerifolia,40.78997739,-73.96885061,21
Ulmus pumila,40.79081621,-73.96686884,21
Styphnolobium japonicum,40.79058255,-73.97189238,22
Ulmus pumila,40.79094396,-73.96717205,26
Ulmus americana,40.80445322,-73.96867139,33
Ginkgo biloba,40.80336928,-73.96878166,22
Zelkova serrata,40.80303255,-73.96953732,21
Prunus cerasifera,40.80380421,-73.96701902,1
Ulmus americana,40.80159909,-73.96786939,32
Quercus imbricaria,40.80253212,-73.96847909,1
Zelkova serrata,40.80271253,-73.96976769,23
Ulmus americana,40.80383381,-73.96906827,30
Ulmus americana,40.80182849,-73.96784726,28
Platanus x acerifolia,40.79511369,-73.96517661,21
Gleditsia triacanthos var. inermis,40.79951884,-73.96331266,21
Pyrus calleryana,40.7996997,-73.96265387,22
Gleditsia triacanthos var. inermis,40.79980174,-73.96398261,22
Platanus x acerifolia,40.80102655,-73.96327897,25
Platanus x acerifolia,40.79990813,-73.96423455,26
Platanus x acerifolia,40.80120809,-73.96371067,23
Platanus x acerifolia,40.79483602,-73.97363412,24
Zelkova serrata,40.80139726,-73.97073429,22
Tilia cordata,40.79998095,-73.97235899,30
Tilia cordata,40.8001193,-73.97216332,24
Tilia cordata,40.79991336,-73.97243646,33
Tilia tomentosa,40.80033443,-73.97185179,28
Quercus palustris,40.80005654,-73.96810352,22
Tilia cordata,40.80005199,-73.97225851,34
Tilia cordata,40.80064993,-73.97139559,21
Pyrus calleryana,40.79943347,-73.9684275,28
Zelkova serrata,40.80081142,-73.97123369,25
Quercus palustris,40.80020133,-73.96805862,22
Ulmus parvifolia,40.79305105,-73.96997376,21
Ulmus pumila,40.79172868,-73.96682696,22
Ulmus pumila,40.7906578,-73.96623577,25
Ulmus pumila,40.791433,-73.96612594,25
Ulmus pumila,40.79145831,-73.96644282,22
Ulmus americana,40.79103601,-73.96713425,22
Ulmus pumila,40.7912261,-73.96589454,22
Ulmus parvifolia,40.7931521,-73.97021388,21
Ulmus americana,40.79159593,-73.96676775,23
Ulmus americana,40.7908235,-73.96662941,30
Ulmus pumila,40.79132898,-73.96613745,22
Ulmus parvifolia,40.79268833,-73.96911187,27
Ulmus parvifolia,40.79292793,-73.96968119,26
Ulmus pumila,40.79148361,-73.96624594,22
Ulmus pumila,40.79153689,-73.96637225,24
Ulmus parvifolia,40.79272955,-73.96920981,24
Ulmus pumila,40.79157285,-73.9664575,23
Ulmus pumila,40.79269141,-73.96936157,23
Ulmus pumila,40.79263694,-73.969232,23
Ulmus americana,40.79086339,-73.96672418,23
Ulmus pumila,40.79070887,-73.96635709,24
Ulmus pumila,40.79130913,-73.96583228,22
Ulmus parvifolia,40.79257398,-73.96884016,21
Styphnolobium japonicum,40.79316823,-73.96803909,1
Ulmus pumila,40.79140834,-73.96632483,28
Ulmus parvifolia,40.79283086,-73.96945055,25
Ulmus pumila,40.79290108,-73.96986024,25
Quercus palustris,40.80652645,-73.96502255,22
Platanus x acerifolia,40.80475782,-73.96268758,25
Ulmus americana,40.80509681,-73.96829651,35
Quercus bicolor,40.8045004,-73.96560463,1
Ulmus americana,40.80553867,-73.96806047,32
Ginkgo biloba,40.80639154,-73.96529616,1
Platanus x acerifolia,40.8041887,-73.94869761,21
Platanus x acerifolia,40.80560462,-73.95080025,29
Platanus x acerifolia,40.80552992,-73.95085827,22
Platanus x acerifolia,40.80174584,-73.9593083,39
Ulmus americana,40.80391164,-73.96026508,26
Platanus x acerifolia,40.8059357,-73.95810453,36
Ulmus americana,40.80319439,-73.96050895,41
Pyrus calleryana,40.8096871,-73.95536854,1
Platanus x acerifolia,40.80375317,-73.95828359,38
Ulmus americana,40.8016968,-73.96055266,28
Ulmus americana,40.80144059,-73.95994706,39
Platanus x acerifolia,40.80357339,-73.9582705,30
Platanus x acerifolia,40.80196009,-73.95915238,35
Ulmus americana,40.80528874,-73.95979683,30
Ulmus americana,40.80276468,-73.96065506,21
Ulmus americana,40.80174954,-73.96067732,29
Ulmus americana,40.80679154,-73.95876196,38
Ulmus americana,40.80337165,-73.96044868,23
Platanus x acerifolia,40.80624756,-73.9578771,32
Platanus x acerifolia,40.80731157,-73.95710111,25
Ulmus americana,40.80164326,-73.96042612,29
Platanus x acerifolia,40.80157579,-73.95943206,35
Platanus x acerifolia,40.80821953,-73.95643892,48
Ulmus americana,40.80726932,-73.95841285,21
Acer ginnala,40.81057395,-73.95631864,25
Ulmus americana,40.80592214,-73.95939722,25
Platanus x acerifolia,40.80844088,-73.95627748,25
Platanus x acerifolia,40.80680406,-73.95747125,25
Platanus x acerifolia,40.80636712,-73.95778991,36
Ulmus americana,40.80758079,-73.95818525,32
Platanus x acerifolia,40.80324704,-73.95829605,37
Zelkova serrata,40.80513195,-73.95985015,21
Acer nigrum,40.81047273,-73.95607858,26
Ulmus americana,40.8017988,-73.96079377,25
Ulmus americana,40.80148318,-73.96004773,32
Ulmus americana,40.80711094,-73.95852858,30
Platanus x acerifolia,40.80429913,-73.95831041,38
Platanus x acerifolia,40.80274628,-73.95858066,35
Ulmus americana,40.80647623,-73.95899236,29
Ulmus americana,40.80773629,-73.95807163,30
Platanus x acerifolia,40.80290241,-73.95848119,33
Platanus x acerifolia,40.80501596,-73.95835612,37
Ulmus americana,40.80153285,-73.96016513,28
Platanus x acerifolia,40.80743737,-73.95700937,25
Ulmus americana,40.80695112,-73.95864536,24
Ulmus americana,40.80925461,-73.95721746,32
Ulmus americana,40.8090849,-73.95730588,36
Platanus x acerifolia,40.80465608,-73.95832506,33
Platanus x acerifolia,40.80447745,-73.95831772,37
Ulmus americana,40.80493157,-73.95991828,32
Ulmus americana,40.80891111,-73.95739642,23
Platanus x acerifolia,40.80922376,-73.95570649,26
Tilia americana,40.81062855,-73.95644815,27
Platanus x acerifolia,40.80361378,-73.95814093,34
Platanus x acerifolia,40.80378049,-73.95806787,31
Platanus x acerifolia,40.80204692,-73.95340078,29
Platanus x acerifolia,40.80227646,-73.95321835,30
Platanus x acerifolia,40.80235329,-73.95315729,29
Ulmus americana,40.80395907,-73.95232605,27
Styphnolobium japonicum,40.80166999,-73.95245635,22
Quercus palustris,40.80099387,-73.94701503,25
Pyrus calleryana,40.80217804,-73.94811558,228
Platanus x acerifolia,40.80270052,-73.94739322,21
Quercus palustris,40.80137511,-73.9484014,24
Quercus palustris,40.801727,-73.9467561,22
Ginkgo biloba,40.79965532,-73.95563889,21
Platanus x acerifolia,40.80080722,-73.95429877,25
Platanus x acerifolia,40.80026965,-73.95468848,21
Platanus x acerifolia,40.79984469,-73.95499228,25
Platanus x acerifolia,40.8005796,-73.95446027,23
Platanus x acerifolia,40.79933201,-73.95487755,27
Platanus x acerifolia,40.80034965,-73.95462958,26
Platanus x acerifolia,40.79961666,-73.9551703,24
Platanus x acerifolia,40.79976915,-73.95505125,21
Platanus x acerifolia,40.80150603,-73.95378207,22
Platanus x acerifolia,40.8017372,-73.95362025,22
Platanus x acerifolia,40.80119329,-73.95400922,30
Styphnolobium japonicum,40.80108583,-73.9542885,22
Platanus x acerifolia,40.80019467,-73.95474368,25
Platanus x acerifolia,40.80088329,-73.95424171,22
Ginkgo biloba,40.79972013,-73.95579315,26
Ginkgo biloba,40.80010934,-73.95671964,22
Platanus x acerifolia,40.79969338,-73.95511041,24
Ostrya virginiana,40.80533757,-73.95532714,22
Gleditsia triacanthos var. inermis,40.80536574,-73.95738638,22
Zelkova serrata,40.80392633,-73.95644563,21
Styphnolobium japonicum,40.79720485,-73.94924731,22
Platanus x acerifolia,40.8006908,-73.95043844,27
Quercus palustris,40.81430501,-73.94962104,27
Platanus x acerifolia,40.8152302,-73.9528692,22
Platanus x acerifolia,40.81672529,-73.95011871,27
Platanus x acerifolia,40.81710201,-73.95001146,29
Quercus palustris,40.81379728,-73.94999144,25
Platanus x acerifolia,40.81726285,-73.94998502,28
Platanus x acerifolia,40.8154583,-73.94985796,23
Quercus palustris,40.81597899,-73.94865974,22
Platanus x acerifolia,40.81682512,-73.95012772,25
Platanus x acerifolia,40.81692765,-73.95013424,31
Platanus x acerifolia,40.81662885,-73.95010437,29
Platanus x acerifolia,40.81685998,-73.95002322,32
Platanus x acerifolia,40.81677901,-73.95001725,23
Platanus x acerifolia,40.81531206,-73.95285746,25
Ulmus americana,40.80852967,-73.95777033,24
Ulmus parvifolia,40.80950715,-73.95741994,1
Ginkgo biloba,40.80911127,-73.95747256,1
Ulmus americana,40.80477367,-73.94814553,21
Platanus x acerifolia,40.80601113,-73.95050619,22
Quercus palustris,40.80949803,-73.96281509,21
Platanus x acerifolia,40.80840951,-73.9636093,21
Quercus palustris,40.80907709,-73.96312072,21
Quercus palustris,40.81074037,-73.96190884,21
Tilia americana,40.82225685,-73.95630591,22
Tilia americana,40.80485522,-73.94665342,21
Gleditsia triacanthos var. inermis,40.80680116,-73.94514774,21
Quercus palustris,40.81521652,-73.95320147,28
Acer platanoides,40.81526328,-73.95331275,22
Platanus x acerifolia,40.8155991,-73.95411195,22
Styphnolobium japonicum,40.81053381,-73.94234365,23
Gleditsia triacanthos var. inermis,40.80860961,-73.94140193,21
Tilia cordata,40.80799632,-73.94187722,33
Platanus x acerifolia,40.81178405,-73.94506178,22
Platanus x acerifolia,40.81183192,-73.94517555,24
Platanus x acerifolia,40.81276612,-73.94378031,22
Platanus x acerifolia,40.80882617,-73.96307414,21
Quercus bicolor,40.80578672,-73.9430067,1
Quercus phellos,40.80281022,-73.94298464,23
Quercus phellos,40.80394364,-73.9421574,24
Gleditsia triacanthos var. inermis,40.80441073,-73.94181648,21
Quercus phellos,40.8030032,-73.94284379,24
Quercus phellos,40.80407661,-73.94206035,23
Quercus palustris,40.80942327,-73.95332794,21
Ginkgo biloba,40.81271625,-73.96185431,25
Platanus x acerifolia,40.81051705,-73.94765899,22
Platanus x acerifolia,40.81048293,-73.94757814,21
Gleditsia triacanthos var. inermis,40.81050746,-73.94588588,21
Platanus x acerifolia,40.81215751,-73.9462532,24
Platanus x acerifolia,40.81198784,-73.94633764,22
Platanus x acerifolia,40.81061891,-73.94737188,23
Platanus x acerifolia,40.81075341,-73.94727396,23
Platanus x acerifolia,40.81191581,-73.94639014,24
Platanus x acerifolia,40.81017902,-73.94765314,21
Pseudotsuga menziesii,40.81774901,-73.95558722,1
Acer nigrum,40.81023971,-73.95526764,21
Platanus x acerifolia,40.8104893,-73.95482146,21
Platanus x acerifolia,40.81056613,-73.95476545,22
Platanus x acerifolia,40.8107102,-73.95466044,25
Platanus x acerifolia,40.81063816,-73.95471295,27
Styphnolobium japonicum,40.80831625,-73.95238715,21
Quercus imbricaria,40.7754463,-73.95192099,26
Tilia americana,40.77468089,-73.95233503,21
Ulmus americana,40.7756204,-73.952334,25
Gleditsia triacanthos var. inermis,40.77239315,-73.94691503,21
Ulmus americana,40.77262551,-73.94658817,22
Castanea mollissima,40.77400312,-73.95073064,1
Ulmus americana,40.77254664,-73.94664676,31
Ulmus americana,40.7724845,-73.94669291,33
Ulmus americana,40.77460514,-73.94514245,22
Styphnolobium japonicum,40.77657771,-73.94892796,28
Quercus phellos,40.77439293,-73.94745604,28
Ulmus americana,40.77454769,-73.94518337,21
Zelkova serrata,40.7759664,-73.94746485,23
Zelkova serrata,40.77549303,-73.94635389,22
Ulmus americana,40.77664027,-73.94338808,31
Prunus,40.77512224,-73.94497462,35
Zelkova serrata,40.77656837,-73.94842406,22
Zelkova serrata,40.77773362,-73.96127671,21
Quercus phellos,40.77610469,-73.95741779,21
Platanus x acerifolia,40.77518777,-73.95720997,22
Platanus x acerifolia,40.77529226,-73.95745744,22
Gleditsia triacanthos var. inermis,40.7840053,-73.94457113,24
Platanus x acerifolia,40.78458797,-73.94602109,24
Platanus x acerifolia,40.78455263,-73.94593745,21
Platanus x acerifolia,40.78447557,-73.94575501,24
Platanus x acerifolia,40.7845133,-73.94584433,23
Platanus x acerifolia,40.78466903,-73.946213,25
Gleditsia triacanthos var. inermis,40.78357236,-73.94526735,22
Platanus x acerifolia,40.7847413,-73.94638407,22
Platanus x acerifolia,40.78477756,-73.94646993,21
Platanus x acerifolia,40.78463063,-73.94612209,22
Platanus x acerifolia,40.78416129,-73.94659377,24
Platanus x acerifolia,40.7945098,-73.94741869,22
Platanus x acerifolia,40.79462583,-73.94692304,27
Platanus x acerifolia,40.79458122,-73.9475871,25
Platanus x acerifolia,40.79482654,-73.94677672,21
Platanus x acerifolia,40.794561,-73.9469703,24
Platanus x acerifolia,40.79469305,-73.94687404,23
Platanus x acerifolia,40.79475932,-73.94682573,23
Gleditsia triacanthos var. inermis,40.79451796,-73.94971875,21
Platanus x acerifolia,40.79356716,-73.94919215,22
Tilia cordata,40.79729151,-73.94693086,22
Pyrus calleryana,40.79792413,-73.94831217,21
